axo31210-f_at,1
axo01095-f_at,1
axo04360-f_at,1
axo13582-f_at,1
axo18194-f_at,1
axo08554-r_at,1
axo08601-f_at,1
axo03843-f_at,1
axo06932-f_at,1
axo09691-f_at,1
axo08239-r_at,1
axo07273-r_at,1
axo15275-f_at,1
axo07025-f_at,1
axo05262-r_at,1
axo06388-r_at,1
axo18125-f_at,1
axo17318-f_at,1
axo07667-f_at,1
axo05129-f_at,1
axo05604-f_at,1
axo00150-r_at,1
axo08244-f_at,1
axo07721-f_at,1
axo04377-f_at,1
axo19411-f_at,1
axo16019-r_at,1
axo04384-r_at,1
axo08255-r_at,1
axo00987-f_at,1
axo01025-f_at,1
axo11558-r_at,1
axo05092-f_at,1
axo03082-r_at,1
axo15719-f_at,1
axo10458-f_at,1
axo03021-f_at,1
axo17639-f_at,1
axo03234-r_at,1
axo11557-r_at,1
axo16021-f_at,1
axo05088-f_at,1
axo05094-f_at,1
axo04639-f_at,1
axo18390-r_at,1
axo11805-f_at,1
axo04719-r_at,1
axo18695-r_at,1
axo19971-f_at,1
axo24673-f_at,1
axo04906-r_at,1
axo11219-r_at,1
axo19703-f_at,1
axo01487-f_at,1
axo07684-f_at,1
axo28277-f_at,1
axo15011-r_at,1
axo20765-f_at,1
axo08367-f_at,1
axo07333-f_at,1
axo01919-f_at,1
axo10086-f_at,1
axo08551-f_at,1
axo08389-f_at,1
axo03255-f_at,1
axo11824-f_at,1
axo02656-r_at,1
axo09290-f_at,1
axo05082-r_at,1
axo19020-f_at,1
axo04258-f_at,1
axo01496-f_at,1
axo08604-f_at,1
axo10656-f_at,1
axo08233-f_at,1
axo10844-f_at,1
axo05165-f_at,1
axo11562-f_at,1
axo06262-f_at,1
axo09543-f_at,1
axo11682-f_at,1
axo03019-f_at,1
axo13091-f_at,1
axo15891-f_at,1
axo11039-f_at,1
axo01687-f_at,1
axo02186-f_at,1
axo07092-r_at,1
axo16177-f_at,1
axo12408-f_at,1
axo06326-f_at,1
axo00255-r_at,1
axo10306-f_at,1
axo13452-f_at,1
axo15889-f_at,1
axo11296-r_at,1
axo01552-r_at,1
axo17358-f_at,1
axo15390-r_at,1
axo03096-r_at,1
axo11795-r_at,1
axo15494-f_at,1
axo10951-f_at,1
axo03110-f_at,1
axo02211-f_at,1
axo06469-r_at,1
axo11780-f_at,1
axo15621-f_at,1
axo07050-r_at,1
axo20162-f_at,1
axo00968-f_at,1
axo07287-f_at,1
axo18957-f_at,1
axo20223-f_at,1
axo18473-f_at,1
axo04645-f_at,1
axo09758-r_at,1
axo17625-f_at,1
axo00222-f_at,1
axo03384-f_at,1
axo00986-f_at,1
axo10608-f_at,1
axo12885-f_at,1
axo15418-f_at,1
axo10179-f_at,1
axo11564-f_at,1
axo09602-f_at,1
axo16525-r_at,1
axo31268-f_at,1
axo11065-f_at,1
axo07560-f_at,1
axo18158-r_at,1
axo00069-r_at,1
axo29728-f_at,1
axo15690-f_at,1
axo09310-r_at,1
axo10857-f_at,1
axo04889-f_at,1
axo19437-r_at,1
axo07643-f_at,1
axo04217-r_at,1
axo29831-f_at,1
axo09982-f_at,1
axo01442-f_at,1
axo02965-r_at,1
axo09783-f_at,1
axo16140-r_at,1
axo00949-r_at,1
axo17727-r_at,1
axo07679-f_at,1
axo13101-f_at,1
axo04621-f_at,1
axo05178-f_at,1
axo02972-f_at,1
axo18389-f_at,1
axo17105-f_at,1
axo12205-f_at,1
axo15391-f_at,1
axo07842-f_at,1
axo31504-f_at,1
