PPP1R12B,axolotl_gene,human_gene,D0,D0.5,D1,D1.5,D2,D3,D4,D5,D7,D9,D10,D12,D14,D16,D18,D20,D22,D24,D26,D28,LFC,ME,LME
4781,axo06309-r_at,FASTKD2,665.09905,764.8622316,854.275324,869.0568832,928.3178184,1047.318259,972.0907545,896.5611653,923.3611355,873.3055509,836.6633911,462.2675874,464.0301863,462.333188,969.0033882,820.9654512,847.8978164,972.6501036,862.4195067,937.5770853,0.6550588,821.5027938,9.682121671
8280,axo18268-f_at,MRPL17,895.1803761,841.7839545,776.0736707,798.0529717,776.5516101,829.4405674,829.7879519,863.1896164,886.1818077,905.5842772,891.7516686,504.0300438,492.9507931,510.2961981,907.3218552,957.1280239,881.956567,992.8100435,940.5420921,944.9839395,-0.860734768,821.2799014,9.681730182
12807,axo02780-r_at,SUMF1,843.8614861,837.7012987,806.8171273,822.6579545,779.9045728,802.3407156,800.1577815,853.7006101,913.875357,959.3109404,946.7481587,515.9630838,511.9644897,520.1554435,938.1883656,959.4049681,908.4027102,910.1117561,874.7835615,913.5205038,-0.720962463,820.9785443,9.681200708
272,axo28711-f_at,Adm,190.8761316,1508.87586,1270.858684,876.174611,780.5111328,702.0333709,594.2946569,562.540478,1275.511331,1500.137265,2479.401162,1034.356999,557.2492946,327.3861702,681.2951376,370.2465546,531.605345,477.3380394,341.584547,351.4317191,3.6992831,820.6854245,9.680685521
12301,axo09291-f_at,SMARCA5,563.9294593,667.0056168,572.5351667,576.2175135,668.7998437,772.9445443,760.8498169,811.8753881,824.3581754,797.9570028,785.5574078,480.7182891,509.8671938,562.5422549,1070.116907,1125.847182,1189.500778,1195.185057,1304.003205,1173.609306,1.2093608,820.6710054,9.680660173
8835,axo08274-f_at,NDUFS8,859.5717745,861.7568791,850.5190266,861.1598214,895.4586478,855.6899286,839.5488721,859.2534327,878.3209466,861.3922301,979.122324,494.8771501,474.55452,442.8518658,829.7364762,929.6088544,872.8228132,927.346765,917.8542055,915.1598822,-0.956793913,820.3303208,9.680061144
12608,axo08865-r_at,SRM,683.6292425,682.9451006,647.3306032,699.1462184,765.2751802,815.8154958,814.0182334,828.5062095,900.7417358,885.08506,833.4602012,482.8738556,490.3331384,459.3977794,969.568219,1044.972818,1105.99642,1091.279471,1146.753186,1054.257961,0.7462689,820.0693065,9.679602031
9743,axo08370-f_at,PEX13,939.7924061,884.625856,776.0569949,808.2898382,794.1514748,873.674577,845.1519284,876.7364388,851.7036959,879.4795977,862.7668292,476.6069232,457.2861414,490.1182162,965.7312821,947.5908121,912.4884579,925.460561,886.9076621,935.2464666,-1.039244913,819.493308,9.678588358
8828,axo10210-f_at,NDUFC2,1098.446356,896.2952868,829.8022162,863.7239595,866.9718256,872.8508854,873.1036364,856.254052,866.3599851,857.9226675,852.8215004,453.0098172,434.1530829,419.0489887,850.4816509,855.0599716,852.0844425,913.1338245,936.9278212,935.6980911,-1.390273599,819.2075031,9.678085119
11168,axo09425-f_at,RNASET2,582.5365253,716.9552186,728.0042185,596.9037884,692.6010671,687.2861611,923.1486716,835.4379676,1138.287679,1116.083073,1296.623041,707.2484071,636.9881978,666.5259851,1001.628151,954.7519823,803.1483037,742.6396843,754.7650975,790.0848568,1.1543387,818.5824038,9.676983845
5469,axo10547-f_at,GMFG,785.3353349,809.1537221,922.4180923,911.1263357,902.8936779,936.6395841,1011.48324,973.1806332,959.5276035,971.9939339,922.8137562,497.5724782,472.305858,427.3268219,774.748851,791.6984409,824.9484158,801.0164164,826.2338174,840.5315133,-0.877968937,818.1474263,9.676217023
14085,axo11354-f_at,UGP2,2821.140887,1046.310116,1033.144833,1163.973744,1055.190233,907.0457439,614.894759,709.502275,696.2804953,760.5010344,806.8550449,472.9499126,449.0942303,353.0148147,633.8647368,655.6947803,480.2420762,564.6799514,597.1172762,533.5304864,-2.998478081,817.7513715,9.675518464
9849,axo17859-f_at,PHRF1,600.7664346,727.9105177,752.4574018,778.8819096,849.1320988,999.5749245,939.3016935,866.366831,838.8778249,862.7244901,810.7132433,460.1531454,490.9049575,494.6749099,999.2528693,975.4345071,965.8142905,985.1152451,963.5652133,980.823204,0.7345105,817.1222856,9.674408189
4073,axo29086-f_at,ECE1,381.346355,475.4925741,553.5105481,759.3314749,945.0881578,952.0485263,943.0093074,839.200077,918.2827917,1016.178901,1053.822301,585.6742303,572.899223,550.765688,1209.824276,977.9638315,982.8041913,949.853561,822.0763046,835.4909552,1.6656237,816.2331638,9.672837519
13660,axo14453-r_at,TRAK2,713.1845305,739.3027144,840.5513224,832.6860821,882.3190353,897.7439405,916.3349906,850.5450255,910.7236886,1073.921481,1009.605458,538.0403669,507.6441236,445.9866282,844.0092499,859.9687946,839.6456528,879.2014162,850.4053719,888.418423,0.5905412,816.0119148,9.672446407
3187,axo05519-f_at,CSK,821.4482043,954.621686,909.5753836,892.5080677,879.9141122,838.7378196,839.6946002,803.0531693,694.6126623,747.3636055,835.2304506,436.5940343,461.1922907,485.6719649,874.0346715,980.3996779,953.2582489,954.7051292,938.0806167,1005.709412,-0.911877193,815.3202904,9.671223109
5005,axo07822-f_at,FLII,882.1433467,890.7361278,898.2567741,910.905827,908.8971882,897.2713897,964.4922262,975.2077629,977.3942452,962.3916399,1013.952322,493.6251726,463.3196179,451.872946,768.8861063,781.7814268,728.8784317,739.0019188,771.9772382,819.6346129,-0.965095926,815.031316,9.670711683
7696,axo24480-f_at,Map3k1,861.4728385,996.6773275,639.0961118,632.2217245,757.0731012,884.8283499,898.7434244,916.5326086,852.1731583,899.2701057,794.9595262,427.2365099,495.3508189,527.1853531,951.9139143,994.9215067,938.9205668,887.667828,924.5818296,1012.621496,-1.011770371,814.672405,9.670076231
14428,axo17205-f_at,WDR44,883.0774719,1048.310807,898.9257214,774.2596775,678.2306159,906.6276811,916.230196,976.8741483,857.6968429,794.5077598,802.5065182,437.8189702,398.6045933,505.7883801,914.7934971,855.0074023,909.9541225,872.9130831,903.3496536,950.3881252,-1.147581675,814.2932634,9.669404657
6043,axo05909-f_at,HLCS,1199.280487,1314.307374,1186.974232,1188.209736,876.8051732,863.426822,842.3747019,714.9616259,767.9371332,746.2510262,759.6853553,445.4830849,430.2253544,421.521634,845.7466223,722.2965654,722.3785778,765.6363947,619.2767188,851.3239455,-1.508490533,814.2051282,9.669248498
11045,axo15096-f_at,REXO2,1071.470341,1005.222602,964.5396934,943.4747516,899.103506,873.7955813,798.0542993,858.8231678,754.5781944,820.2704804,808.3269285,450.7118433,441.3480343,466.8281391,899.3071944,887.5369667,846.7527166,795.7052458,847.3519434,850.5525129,-1.279603238,814.1877071,9.669217629
7556,axo18053-r_at,LSM2,578.3178412,608.1053618,675.2947822,653.2571048,767.7318018,844.2396048,783.3309765,790.3951039,772.8471485,790.7868662,791.2620198,431.4074816,509.596114,514.1716258,1090.119517,1128.415756,1126.948756,1116.785113,1189.910872,1115.576319,1.040919,813.9250083,9.668752066
8226,axo11402-f_at,MPHOSPH6,753.5156679,755.8229943,696.4944275,717.5752397,735.3659673,809.161462,782.9717255,840.58966,913.7465223,825.8694877,823.9661729,485.386118,464.7654765,464.5220113,961.2574739,978.2264747,1027.308449,1076.112579,1117.401619,1047.497511,0.5684384,813.877852,9.668668479
3099,axo11198-f_at,CPT2,830.5760722,755.2380283,763.9263263,805.7747571,860.1013741,932.1810662,865.4322662,896.7554513,896.1484319,903.1092423,956.7677163,520.0766752,488.1616083,493.5835889,897.5686646,892.2216217,807.05926,890.0867863,902.5624825,919.7565276,-0.766753472,813.8543974,9.668626902
10907,axo14098-f_at,RB1CC1,767.3885347,829.9545365,793.2673718,702.0211571,649.7397233,869.4699761,980.9185923,928.2810775,970.7650106,958.9976036,961.1078361,525.2385315,497.1378865,532.4646103,996.7209898,886.7237457,905.9675083,847.0490478,808.7799935,861.7614785,-0.626311156,813.6877606,9.66833148
9828,axo20088-f_at,PHF5A,680.8610533,662.1952721,633.7316243,715.088157,733.3859412,830.9643652,794.9376508,830.8949048,881.186022,886.8769248,883.6499121,479.0092937,473.5694732,493.802401,992.4656086,1020.944411,1094.252906,1103.989243,1081.261529,984.6518493,0.6972938,812.8859271,9.666909102
66,axo16881-r_at,ABHD10,959.399648,882.6832434,751.8390293,702.3087016,667.7511291,766.7414693,829.1425801,884.2743921,862.0325287,859.0800743,880.8429461,497.9044765,467.0855595,489.1404135,894.2259484,950.5123752,948.12476,948.8568894,999.3946605,1010.79758,-1.038445067,812.6069203,9.666413841
10291,axo08462-f_at,PPP6C,818.3544863,889.5259602,833.0580961,837.7521653,876.1021003,888.0297506,922.4122101,884.4117609,916.5417569,877.1601739,881.9827932,469.1008481,453.1993092,474.443376,895.5850281,854.9304803,860.3132219,873.0852993,829.2921352,903.8034789,-0.852580248,811.9542215,9.665254579
13326,axo16919-f_at,TMEM111,737.2094734,752.8875018,803.2006909,842.0131767,850.8349581,896.1778134,855.1082765,837.4206014,891.7559954,876.3576758,878.0760582,499.7973639,494.8225308,474.6390523,937.9438187,932.5739367,872.8780509,979.6495255,895.1344608,925.6262702,-0.635243803,811.7053616,9.664812333
13146,axo10273-f_at,TGFBR1,830.6438938,745.3978254,842.9734599,855.9993554,896.3690961,948.9494319,1211.220069,1100.077157,1236.406818,1124.697649,1014.291348,519.2624414,439.3824576,385.9347603,705.3232076,639.6573134,698.1205165,660.0688474,691.3474803,682.9282957,-1.10587312,811.4525712,9.664362963
14545,axo17680-r_at,XPO5,663.1410713,617.485051,639.281529,779.9938291,788.9812473,934.0460703,852.385771,819.1499164,889.7367297,819.6983593,769.3482072,500.6592336,496.0073366,515.1976469,1102.499663,979.8117619,964.3279811,1031.988587,1002.871537,1042.143261,0.7333905,810.4377395,9.662557547
11944,axo05746-f_at,SH3D19,704.5234905,878.2455797,779.9367926,766.0494958,775.1912091,1008.022691,1007.57862,813.7676955,806.4369317,911.2892256,899.4156642,494.3612177,482.6868054,478.7440491,916.9071262,891.1553869,884.9807721,914.0398788,856.2035458,922.000805,0.5168084,809.5768491,9.661024225
4687,axo02746-f_at,FAM33A,1030.489936,840.1474267,834.5950768,901.4518977,877.567021,885.7306299,859.5287581,890.1137479,880.6818967,799.525978,856.044806,456.9847596,433.5680509,411.7194802,754.535673,879.6557313,864.0223372,893.9471922,929.2100837,905.4476365,-1.3235968,809.248406,9.660438808
1402,axo16315-r_at,C11orf79,858.6925114,809.776014,770.4500946,804.1802528,764.9613783,797.7582981,820.5652791,846.7926284,903.3273001,851.1588536,846.5532445,446.0112842,448.5775288,445.9569137,872.3228074,918.3753442,928.7811615,979.1625703,1019.401948,1047.918425,-0.94523728,809.0361919,9.660060432
4595,axo31653-f_at,Fam117b,1068.398989,901.1917524,838.9518487,980.1418863,904.4712907,855.7644276,829.6870166,778.4696585,661.3041294,779.2278334,847.5635295,461.7899187,450.6915756,487.0411368,755.9296148,959.0651422,1000.541436,933.6921219,831.9678681,836.982762,-1.245238127,808.1436969,9.658468033
3828,axo09048-f_at,DNAJC7,914.0779568,870.821188,844.7986974,838.3635598,850.9262569,868.8512535,845.1717292,867.9005331,828.0492687,830.9452428,798.1903352,440.6852853,459.6235271,476.3539755,887.4466608,873.3675388,884.6139605,934.9542751,911.6988844,925.0217642,-1.052568485,807.5930947,9.657484765
5181,axo12850-f_at,GABARAPL2,1141.86193,1116.921904,840.0070931,846.2457658,815.4145558,830.1231108,924.4498836,938.3793139,914.2544922,931.5681468,981.5856855,485.9466338,432.2042984,477.6918041,787.078543,758.7875514,756.3882805,700.6043327,716.4266032,750.2298211,-1.40160289,807.3084875,9.656976249
8141,axo04178-f_at,MLLT4,858.3005425,977.747885,830.8286176,813.434573,811.3086725,898.3820548,844.2830264,900.3786266,746.8301184,855.3772933,754.3395196,414.0676058,437.8772858,492.1693575,948.5435483,884.1797604,860.7744229,915.7614346,930.4748205,966.6079163,-1.051616571,807.0833541,9.65657387
5507,axo18220-r_at,GNGT1,1381.113337,1148.024567,1126.359461,972.9719475,819.9552131,711.4162903,596.6180024,584.9978856,521.3208316,615.5969186,508.7247238,301.0248875,318.8527326,399.3366308,743.3958891,834.8548624,955.3739305,1041.628708,1200.433525,1351.646619,-2.197877042,806.6823481,9.655856877
2039,axo01991-r_at,CAMK2D,893.3931607,1069.221695,935.3452672,821.3047889,815.9991278,805.7212526,710.019777,915.7936809,882.0667959,899.9596444,829.8666958,471.5663765,529.9611469,456.2160518,1064.176327,969.5985291,783.4425634,806.2921131,752.9232502,717.3826283,-0.969578002,806.5125436,9.655553161
863,axo20117-f_at,ATAD1,726.3488498,761.6685941,698.6442929,670.944536,660.8120113,795.3347518,809.7747791,867.7387225,941.0393885,908.0133509,895.9475704,494.7200257,473.3366075,497.1391319,986.5473599,989.080202,1014.975508,967.9361011,970.7709993,999.4026962,0.4827104,806.5087739,9.655546418
6402,axo05618-f_at,ING4,783.4208421,783.3985241,830.60031,856.4715418,868.8950978,854.7763016,887.6750269,849.4331487,883.7494489,855.1269473,833.5878272,456.1229271,418.3010247,445.5399115,870.6658333,884.0731893,901.6651805,942.1330471,957.4682252,944.1198487,-0.905245978,805.3612102,9.653492177
7801,axo25333-f_at,Mbd1,1098.007124,982.5854733,935.7292882,871.7021756,807.7664972,799.9970667,817.2386356,855.3817994,777.1342847,823.2679771,815.4505599,439.6601427,430.4894331,470.1244991,884.1713029,892.9806477,876.1379298,877.865252,807.8229932,840.6883671,-1.350837685,805.2100725,9.653221409
11130,axo16636-f_at,RIC8B,902.2678689,1110.884954,1012.384143,1129.980217,1018.673214,993.7625744,855.624688,998.7552698,915.6189427,915.5726772,962.4300645,508.2010419,408.1031757,445.5052849,728.1500161,742.3749396,677.2487897,659.7749074,547.564346,571.1437935,-1.144621873,805.2010454,9.653205235
1856,axo19883-f_at,C6orf125,955.5480426,843.7067304,799.1718188,875.1135408,892.0424774,840.3487096,764.8535369,766.2158184,810.2428083,803.4630122,772.1097924,444.4744682,425.4903851,431.3589023,817.124274,952.1042244,952.4303607,977.7909214,994.7287057,978.5652896,-1.167201879,804.844191,9.65256571
3227,axo17420-f_at,CTBP1,473.820957,582.1501519,666.3770015,747.5488252,805.8290471,927.942049,853.8711074,774.7070187,803.4585011,807.1449663,743.9910211,462.4939034,468.5781678,490.2883646,1111.660467,1004.821693,1037.804513,1133.932384,1120.545799,1071.938261,1.2589207,804.44521,9.651850353
8256,axo09675-r_at,MPZL1,711.2078806,836.1618433,815.0397997,873.6864466,867.3533255,921.3363351,943.417662,956.3821543,997.1525342,962.1992069,986.6529478,479.2613349,429.3377543,450.8133779,883.4566897,798.0101023,806.9606419,798.2834548,811.7873789,754.3125401,0.4875429,804.1406705,9.651304088
13586,axo12668-f_at,TOR1A,788.1606978,846.5887458,708.8437795,750.905735,815.2750758,926.8008775,895.2096017,908.728742,957.5716964,916.306155,857.0766958,473.5741626,471.6748123,465.5163403,951.1148822,896.3019344,802.6965018,892.2409173,852.5932953,904.6292913,-0.759658001,804.090497,9.65121407
403,axo17251-f_at,AKTIP,1042.363676,1047.481174,811.6180837,824.5924262,807.5755935,875.019283,753.1707173,824.2776117,777.3573254,824.8725401,835.8694368,436.057345,437.1364655,498.2398365,921.2830756,924.7954567,832.1332752,876.3850112,855.484141,869.1102561,-1.257268937,803.7411365,9.650587113
7584,axo08121-f_at,LYN,497.299131,805.2292115,947.5481855,1090.423391,1095.617576,1172.607765,1214.741818,1008.567621,879.3985844,847.5606509,898.792702,498.2470825,461.8925665,422.0190273,815.1931961,683.2314143,663.7289078,720.5699111,686.9857673,660.6839557,1.2884639,803.5169232,9.650184599
340,axo30022-f_at,Agrn,835.1885366,746.8521194,781.0425846,661.1394077,667.6077999,626.6340262,610.500091,634.571844,898.0743638,773.8258429,714.0006117,444.0387285,461.5022854,516.1731211,1197.328575,1155.536728,1224.829653,890.1291108,1152.323519,1066.075575,-0.911416398,802.8687262,9.649020308
10872,axo13591-f_at,RAPGEF2,775.2963701,564.7521313,599.9818299,660.3169182,681.1246338,775.6497337,971.406076,906.9776565,1015.518777,1084.009587,882.8326647,533.0121865,532.4300773,445.2390307,1028.26735,900.8127268,926.665596,936.4304907,949.6924671,880.8569279,-0.800167842,802.5636616,9.648472025
6515,axo26858-f_at,Isca2,1035.777852,958.0326407,897.6600626,872.186349,851.8213029,862.2032557,974.3015157,958.7358036,1039.395138,921.132765,950.6589137,475.5593915,432.6200899,410.0864227,740.6810928,742.2084418,705.9393837,718.8454909,759.543299,737.5808045,-1.336714731,802.2485008,9.647905378
8072,axo27284-f_at,MIR1023,507.3829395,800.0391556,931.1537553,917.4613675,861.2665557,898.083141,1021.169048,893.0213767,1059.081354,826.796803,825.1918716,493.5542931,451.3355189,433.0977932,865.0325439,832.4325104,832.3834093,879.3013661,824.7297844,885.9535187,1.0616665,801.9234053,9.647320636
1751,axo19929-f_at,C2orf40,951.7273365,1190.202551,1016.890485,984.8117058,1088.176453,967.8929618,722.0310653,872.7392674,950.1332856,1115.833071,741.5259135,403.6506809,430.9197223,410.9103471,854.8485286,765.9530219,589.7200356,732.3253873,667.073537,578.2473343,-1.237440985,801.7806345,9.647063762
3362,axo05779-r_at,CYBB,276.6555009,622.8732909,1107.105966,1397.134114,1372.308095,1334.017059,1842.732574,1407.284986,1107.2768,967.2289392,905.113183,532.497768,447.4538747,423.159758,600.4297704,538.8797635,341.1052619,330.3102892,218.5892739,262.5928092,2.7356842,801.7374538,9.646986062
3849,axo10610-r_at,DNM2,632.7478982,838.3049279,817.3369235,851.4882432,916.0033727,964.4347339,925.0326643,923.9017949,788.2911677,848.6495469,911.1279777,467.885951,472.2172246,487.502478,912.0473403,879.4882542,784.0889401,865.0014854,836.9340887,904.6727463,0.6080528,801.357888,9.646302887
2938,axo19558-f_at,COL4A3BP,788.1962088,833.1180357,846.197199,870.5398921,887.4326359,932.8104238,961.2351533,936.1161271,879.4970327,866.2759171,905.8594413,472.2647317,457.0465052,466.5006571,870.3325843,816.1841025,799.8067796,804.7958748,781.0534664,826.3048354,-0.786213841,800.0783802,9.643997531
4345,axo07256-f_at,EPAS1,1723.946156,1289.534986,1174.504316,1162.757798,955.0948478,743.8440625,684.5540282,643.9971083,746.7427937,818.0617293,684.6713338,393.3157738,360.8606682,476.6044442,749.500744,712.9319666,739.0682052,562.1579374,646.2544951,724.1227666,-2.256200904,799.626308,9.643182128
6637,axo11675-f_at,KBTBD10,7250.20966,1603.531745,1104.270883,1440.656125,1323.433235,1384.662731,561.2410798,639.8249317,242.1882059,224.720807,34.07782845,17.47913419,16.66752703,14.94622513,26.21293877,23.43669284,16.63047188,19.98078695,18.26777221,20.73601699,-8.922097747,799.1587399,9.642338289
10985,axo04428-f_at,RCC1,398.1845959,471.524721,450.7006124,466.6396219,575.2148056,761.3403865,777.3937507,764.7493684,783.1457392,743.8132822,721.3751422,430.3485698,541.6610664,524.7692957,1154.172303,1171.079417,1290.298371,1343.220278,1379.773747,1230.72251,1.7929224,799.0063792,9.642063211
12279,axo14039-f_at,SLK,853.771681,776.7506859,788.3957013,788.7531765,756.6711345,821.6656241,878.9046198,893.4160114,937.750294,982.2855731,943.0419248,494.5001554,493.301896,477.3596771,888.7052496,844.9012369,806.7859781,873.5668501,835.8902947,842.2034061,-0.838773604,798.9310585,9.641927205
13997,axo15407-r_at,UBE2D4,852.8452642,868.0713393,1071.040783,1092.024493,1036.60382,904.8873556,843.8768697,787.5141305,841.8479647,790.015528,740.7035801,437.2678305,411.0896653,404.5748885,851.4055002,767.3139109,789.0033415,863.1971552,789.7048278,835.6283913,-1.075877234,798.930832,9.641926796
919,axo08101-f_at,ATP1A1,1347.216596,912.6789201,1037.042641,986.5745764,925.673557,794.0028634,809.7386327,768.4590113,884.8500002,738.8659835,746.3766279,399.1063464,329.7286558,287.8692364,612.2349523,641.1230198,768.8831218,881.9490477,1034.635225,1067.309444,-2.226496289,798.7159229,9.641538665
3025,axo00321-r_at,COX15,882.7849353,895.150717,847.5254025,813.9229962,839.3503989,797.7678092,771.1629341,818.1766759,802.0628605,863.024018,853.2051123,441.7310598,427.734811,437.3161068,832.535511,915.6938989,905.4389756,940.9475521,925.4273329,953.4019064,-1.045345385,798.2180507,9.640639094
7836,axo20042-f_at,MCEE,999.0822892,810.4397915,746.0275508,757.2404667,667.806303,765.7152075,779.6043877,770.8457562,794.0592774,822.6628014,883.8207547,480.9826174,467.1591939,437.3880083,854.2634813,1043.333738,950.6311065,858.170382,1043.917727,1029.86206,-1.191689843,798.150645,9.64051726
10860,axo11118-f_at,RANBP9,847.1387659,871.6761342,760.9946495,759.1323909,782.0033079,831.7757417,892.4720017,930.6154316,987.7093795,912.7473722,1022.045564,514.429062,468.0959252,471.1160205,894.7282759,797.0654036,834.9761041,821.7687734,792.2570047,765.184532,-0.855794104,797.896592,9.640057974
5746,axo07906-r_at,GTF2F1,775.0146653,743.6604823,673.8255859,704.8436202,799.2972415,862.4267997,851.6593023,858.2454539,902.2778755,916.15926,851.9547523,470.4719802,466.6751545,486.910443,959.386348,939.3533251,941.5278764,942.2645126,910.355609,899.4381702,-0.731804949,797.7874229,9.639860569
1578,axo00663-r_at,C19orf2,898.5272205,931.7066627,905.7372614,739.89698,677.0434439,732.1399811,757.5729456,799.0181142,794.4903025,772.6651937,746.5617583,458.043986,422.1530517,517.8915812,976.5212306,1015.731097,1016.656077,943.7925022,924.4587905,924.1343534,-1.089796067,797.7371267,9.639769612
13125,axo11258-f_at,TFCP2,851.9252853,922.1985582,903.1853656,844.1624227,858.4038283,897.8581341,835.8263899,818.0372337,759.5083945,806.1305574,801.3945565,437.1972154,438.9719426,451.3829758,881.0824989,879.3571968,858.7224505,914.1669172,873.4539297,917.022931,-0.962442698,797.4994392,9.639339694
9613,axo10686-f_at,PCYT1A,955.8088397,848.6911364,830.4983548,815.8794541,778.1270378,789.5378941,822.6396506,770.3443629,809.2684266,814.2790644,884.4923164,465.4316954,426.5563954,441.8658812,880.795141,860.0431893,857.0359429,956.0803774,943.3633222,997.5851644,-1.163985616,797.4161824,9.639189073
14374,axo03621-f_at,WARS,495.0064453,703.9695907,889.5716494,960.3820973,1077.835056,864.6828709,711.253482,708.906673,848.7885591,795.3363505,758.3250129,415.5839003,364.4324265,423.4716494,1136.558005,862.6910628,1106.597228,1090.037385,786.1883634,943.0822569,1.1991521,797.1350032,9.63868027
1282,axo03245-r_at,BRE,985.2727183,848.1429302,838.3974973,830.3090426,721.7809718,638.9197385,761.902828,755.3317914,826.8101561,829.7105383,861.4464459,479.7827031,459.6478818,479.4244745,879.3486635,928.9262169,1000.880418,879.2304859,975.3415451,959.4534484,-1.099994018,797.0030248,9.638441389
5995,axo25548-f_at,Hic2,774.185727,1003.272781,844.0775248,961.5053668,865.7465362,850.8034658,749.2643503,692.6209904,755.4025271,749.5052118,859.6332643,485.9455415,439.4254988,464.4854053,965.7816218,863.0024231,966.4831701,930.8207102,796.1065378,913.8091005,-0.817061122,796.5938877,9.6377006
9286,axo04615-f_at,OCIAD1,797.926251,704.1242405,658.0389177,668.5388546,706.6148703,761.0097883,797.0107649,879.869407,869.2017085,866.8342215,1014.716643,539.6406652,507.2459834,466.8278534,887.3666974,978.0516199,954.0861293,936.2644697,970.5624267,967.7598659,-0.773364768,796.5845689,9.637683722
3101,axo18395-f_at,CPZ,729.9632889,273.4989341,250.4510587,243.5277388,196.4378871,264.1375133,264.6996359,315.0208046,620.9169908,865.6452469,715.984279,658.0865614,770.2300603,620.4356202,1500.511229,1293.341548,1616.660468,1431.26024,1828.633196,1443.116445,1.3248699,795.1279373,9.635043201
8144,axo02997-f_at,MLX,778.2052484,758.3463539,756.671082,773.3086283,856.4879269,919.4307455,983.8300425,927.9497031,912.5728358,865.3523669,889.3693646,469.3820954,470.9413667,464.30087,841.9148392,838.669686,856.7436597,829.9322159,886.6416964,816.9527899,-0.745090726,794.8501759,9.634539137
12437,axo01399-r_at,SNX6,744.4411013,749.4688465,744.5646953,751.3178665,735.8050155,803.0001795,889.3130216,889.5583925,945.6017531,913.1973735,928.1224842,501.6814485,487.4775942,452.1715615,832.3574463,902.4767156,905.3845013,877.9184357,940.2333217,898.39563,-0.719287451,794.6243692,9.634129228
430,axo17259-r_at,ALG1,1130.441641,1001.899025,883.284448,863.2487322,775.6482821,783.4732459,819.5396275,834.0383433,833.1980773,853.0986676,831.6526589,468.5554907,434.9811969,472.4836325,869.833161,850.1636114,784.3481729,774.2317171,792.5303642,835.0857287,-1.377861572,794.5867912,9.634061001
10740,axo09810-f_at,RAB1A,706.3869107,802.164939,970.4212283,1046.027235,986.9240813,913.8086571,872.85385,824.0154058,832.3422728,863.3687114,844.0286729,461.655682,442.8489061,442.2648224,863.3128786,777.4081381,757.772461,825.5196236,846.4268016,799.5542422,0.5663899,793.955276,9.632913932
5767,axo17249-f_at,GTPBP2,527.1680041,974.7371362,876.2757961,791.624471,1071.457715,613.6577722,655.2868634,803.7558931,876.8691721,799.5780735,1097.619955,344.8514192,355.9738732,409.7989961,901.6346816,865.1306432,1262.459858,1018.016126,848.1005446,779.6414046,1.2599028,793.6819199,9.632417131
10133,axo08437-f_at,POLR2E,851.8288606,794.131218,767.8854492,804.0262537,799.504642,822.135682,810.2922883,833.9761986,822.6398216,796.140365,770.316277,439.0205433,435.6813036,458.6977199,837.4515402,938.9670358,942.6799282,958.3871138,1002.346637,985.9701091,-0.967290406,793.6039493,9.632275395
9156,axo09572-f_at,NRP1,1100.23989,801.6466194,802.9495307,841.9521886,813.2720371,909.9285151,1073.637907,912.649567,883.1046497,943.650358,696.8006696,418.0481997,431.7265646,353.2502154,708.5824876,654.7044161,712.2182037,943.1484132,958.4283015,895.5261808,-1.63905577,792.7732457,9.630764466
14127,axo13467-f_at,UNC50,837.7940337,848.5398474,734.4141269,761.0064124,818.0401822,951.6854473,939.0992963,936.7576214,876.9872147,932.7066543,901.1604575,472.0717298,444.4360207,443.7590627,790.9271455,795.5112925,762.0333354,828.3857924,843.9722773,934.3100654,-0.916819027,792.6799008,9.630594586
6264,axo11485-f_at,IDH1,655.5780769,658.0020188,680.2666723,736.5434885,802.3530064,868.428402,862.7067298,1011.078502,883.5606754,874.1774178,1031.118195,545.7827041,519.1898507,502.2096635,921.9611188,956.8077069,816.7076324,821.5200069,829.6454958,859.516366,0.6533702,791.8576865,9.629097361
2057,axo29147-f_at,Cant1a,591.0715209,981.7257864,1296.171857,1210.244984,1053.778402,804.2960363,743.7567776,731.7058079,873.1122301,790.970402,794.6034241,436.8969463,393.628232,403.6066478,842.7526801,808.8914492,730.4354122,758.6994596,722.2451997,850.8298272,1.1328524,790.9711541,9.627481272
6517,axo10775-r_at,ISG15,215.3452364,1428.635737,1453.341273,1134.414608,1274.907799,962.3929741,1047.259096,729.3200267,644.295675,716.5911917,601.1159538,260.8815629,409.5783445,364.0796186,784.7880154,949.295017,688.381063,656.3208704,514.6082943,977.5673562,2.7546502,790.6559857,9.626906305
14140,axo15115-f_at,UPF2,605.2056307,714.2052853,707.8812243,711.1640075,748.4194802,814.4937962,763.1941486,821.7951466,842.7085194,827.9362063,821.8214637,465.7607469,473.0214348,514.4921105,1015.469505,954.0436073,977.0677554,972.6645313,985.6523006,1061.063807,0.8100141,789.9030354,9.625531756
11370,axo02927-r_at,RPS19BP1,576.5178633,528.0218425,510.0320509,632.2664248,728.8928812,927.4581669,978.3365292,961.6048751,1009.607838,956.2990286,973.3981348,547.5825454,546.3920862,481.7135569,948.5358558,877.8155398,862.0971225,924.3307063,902.1052784,910.467494,0.8083578,789.173791,9.624199234
5169,axo11352-f_at,G3BP1,961.5543532,933.3375959,943.0291784,942.1473487,966.3966879,942.4535468,899.8494873,879.6604872,837.7565785,841.1985191,794.3431144,423.728343,398.2001772,430.6982281,810.562825,764.1729075,750.7768211,762.1012123,735.7131154,741.2271419,-1.271874547,787.9453834,9.621951822
