PPP1R12B,axolotl_gene,human_gene,D0,D0.5,D1,D1.5,D2,D3,D4,D5,D7,D9,D10,D12,D14,D16,D18,D20,D22,D24,D26,D28,LFC,ME,LME
14966,axo01073-f_at,ZNF420,27.73208726,20.52308207,23.18341354,24.89940564,23.08574844,22.95222005,21.08306044,24.57526213,23.08265229,22.11558347,26.0752341,21.14408385,18.84634863,19.68456569,27.18570431,30.18627848,27.43053585,26.15875548,26.23505665,25.39794737,-0.557271168,24.07885129,4.589694663
7291,axo04065-f_at,LOC100128274,26.2955032,26.73859028,24.64058154,25.22148995,26.09996198,24.78063239,24.68261596,24.68337731,23.98267036,26.31834017,26.47578032,19.18483983,18.53610188,19.73469197,23.98251742,23.40466159,22.72978448,24.48820123,24.3112994,24.82048842,-0.504478226,24.05560648,4.588301268
7236,axo04188-f_at,LIPC,48.67964358,31.55349701,48.5292682,40.30191257,19.37416596,30.942799,40.41452818,26.43814591,23.3990751,21.73566756,25.55355487,14.28335889,12.41887297,11.43831447,14.4850976,14.45173199,13.5554481,14.24910994,14.83419157,14.38260502,-2.08944413,24.05104942,4.58802794
890,axo06282-r_at,ATG7,25.70520299,24.03507,23.35513534,24.60861912,23.88128563,22.50445934,22.65096171,21.766602,22.63218548,24.38652351,24.6419394,18.11173394,19.14510774,20.74926755,26.31823437,27.322093,27.68053074,25.14025015,28.77300906,27.35604381,-0.505135735,24.03821274,4.58725773
3420,axo09546-f_at,CYP4F3,23.3057155,23.95430415,27.5565104,27.19896974,25.19942483,25.67213008,29.34101756,26.33998648,23.12653626,23.14020756,24.11403045,18.51764537,18.8774639,20.26783015,22.55467511,26.04170135,23.56641006,23.18492412,24.63635471,24.02194396,0.3322351,24.03088909,4.586818121
7325,axo31591-f_at,LOC100135188,24.85358392,22.48860241,23.47245277,25.58807656,26.40230717,27.07892196,23.7742051,24.61870893,22.98490662,24.78579107,24.19878487,18.90657174,18.94144777,20.59840565,24.81475318,27.19707886,25.9288569,24.62688754,24.60837349,24.71955728,-0.394566117,24.02941369,4.586729542
9311,axo02620-f_at,OGT,24.08204328,21.30771375,23.7920421,20.74240969,23.58481534,23.73678436,22.77385948,23.33223007,21.44353722,24.02888666,27.15567652,20.60257173,19.1938084,20.47412448,28.12019512,27.66145616,29.81633441,26.27763258,25.18472722,27.22805266,0.3081451,24.02694506,4.586581322
3508,axo08747-f_at,DCK,17.35028673,19.08641709,19.88899124,19.00012099,22.27157838,28.27207173,25.31958933,22.73172875,18.7370289,19.99279402,19.24908281,16.13401172,18.54970832,22.95923517,30.36632467,30.21056792,28.3802462,36.17318937,32.82199439,32.96155272,1.0599613,24.02282602,4.586333973
3752,axo02560-r_at,DMAP1,25.7636537,25.66302266,24.21918815,24.01298088,22.57597828,22.88022763,24.63694215,23.20537329,23.31329309,21.79195463,25.48169074,19.40447431,17.42267834,19.98374226,25.48806772,27.26221542,29.10037017,24.56209135,28.61375241,24.89240985,-0.564370783,24.01370535,4.585786126
14908,axo13686-f_at,ZNF318,19.46812449,20.85331011,20.67977667,20.78830318,22.73569183,24.87885699,24.91542192,25.12947803,22.53653793,24.64410017,27.54575689,19.62038635,20.4411483,18.78848119,25.42146028,31.98451939,32.48197612,27.47805151,25.11559242,24.67657391,0.7385255,24.00917738,4.585514069
1879,axo18829-r_at,C6orf211,18.45000369,18.85249942,19.61997639,22.40130074,22.67450734,29.90317361,28.34734865,25.36665879,23.38644553,23.89344212,23.24716364,18.79493947,19.22932155,22.39932605,30.10040722,26.73705017,28.38979054,25.9681314,25.44102162,26.90339433,0.7061619,24.00529511,4.585280767
279,axo19535-f_at,ADPGK,22.79215132,25.99954553,26.3022297,25.14881121,25.16058568,24.41931456,22.21929751,22.87169212,21.45960476,23.52869337,26.05121943,18.34468292,18.83937753,20.10339952,27.04671547,28.24947596,26.10559797,23.90733477,25.61875214,25.77108548,0.309687,23.99697835,4.584780851
14627,axo12597-f_at,ZBTB25,25.14382272,26.50753479,26.41606738,24.06196902,25.99342254,24.11862071,25.25834837,22.67167693,23.68865037,24.22648508,24.33667554,19.05464117,18.84407129,19.38477552,24.62155544,23.57267372,25.41360261,24.5611652,26.04632635,25.99029673,-0.41609331,23.99561907,4.584699129
12703,axo17366-f_at,STARD7,23.51550973,24.22353481,25.64955338,25.20288177,24.4464945,23.57030301,24.86550972,24.81758451,23.89376838,24.74244557,26.40579917,19.73937592,18.00492933,20.12632343,24.53001651,26.42407931,24.70874277,24.65597673,24.55066163,25.6246057,-0.385220668,23.98490479,4.584054808
11744,axo05114-f_at,SENP6,18.8264842,21.85855308,20.67488501,22.06153088,27.2952234,24.36390366,24.87426687,26.72147796,25.66112828,25.50492052,26.37438046,21.16646718,20.10983264,19.02935885,25.75041539,24.26394622,26.7814376,28.46146266,24.44285498,25.38092599,0.5962462,23.98017279,4.583770149
10937,axo20298-f_at,RBM18,26.04323931,26.25396469,23.7964523,24.28844966,25.32068624,24.47278018,26.13146494,24.4778595,24.07410735,26.14809792,24.38093418,18.70136295,18.08814304,19.27009639,24.99806117,23.67728408,25.15194216,23.77044818,24.83004894,25.61095775,-0.525864599,23.97431905,4.583417933
15118,axo05577-f_at,ZNF84,23.11228189,18.17849552,16.77998824,17.38568493,16.64974758,17.59351205,19.21764169,18.30156226,20.19610391,20.78103494,20.11208156,19.60714593,20.50284165,21.24670699,29.48076589,31.66794839,31.89907092,39.67270877,40.97600134,36.03639777,0.8261195,23.96988611,4.583151149
5494,axo29350-f_at,Gnb2,24.45584316,22.87727798,24.31777453,23.20627887,25.70056552,23.21496338,22.92121317,23.33335086,25.43595929,23.52012463,25.07820527,18.45587147,19.5460238,20.07063879,25.07444738,26.65790314,26.75661118,25.99589643,26.36546799,26.40063454,-0.406099343,23.96925257,4.583113017
2278,axo19590-f_at,CCM2,27.03757393,23.53360774,24.23711035,23.61829638,25.65631737,24.54463317,24.18546381,24.30169942,23.29851987,22.90289871,26.13628162,20.5290262,19.16349115,19.05711947,24.48215416,25.18943399,27.00775281,24.80556994,25.62647606,24.05144387,-0.504635636,23.9682435,4.583052281
14089,axo05267-f_at,UGT2A2,47.35030784,29.63548576,26.6520149,23.68100494,22.38145465,25.8968694,25.2237505,22.87229298,27.12442407,25.65461376,20.4634232,18.7334652,17.15931209,14.52725452,30.01606808,21.52955358,19.54811376,18.5809737,18.77776561,23.32343865,-1.704611729,23.95657936,4.582350022
14912,axo17761-f_at,ZNF319,26.0229119,26.39928773,25.3500836,26.43615583,28.29631933,24.66170774,25.43414514,23.95600777,24.59954967,24.55106324,25.27040884,19.39230915,19.16781394,17.3991685,23.42186253,24.17689385,22.44326241,24.38017709,24.43791505,23.29158962,-0.580764043,23.95443165,4.582220679
13167,axo16580-f_at,THAP1,23.93443591,22.67542836,23.24835608,23.48557971,23.05956192,24.24105529,26.16153161,24.03808895,25.17192597,24.81053259,23.96551271,19.86271193,18.71213724,19.20545818,26.10481628,24.49681871,26.77685467,25.31293692,26.15105238,27.46361818,-0.355113457,23.94392068,4.5815875
1232,axo07534-f_at,BMP7,23.89211225,25.02969663,30.00492045,30.37211983,26.07566246,24.63028131,22.82258179,22.57017188,23.68369706,25.40058115,24.7719683,19.03418513,16.89310751,19.11550435,23.65039543,23.30059031,24.80455723,22.64424291,25.42511686,24.6365528,-0.500099667,23.93790228,4.581224827
1931,axo11425-f_at,C9orf103,31.16261723,27.63385249,23.24643209,22.13790507,21.53069374,22.98037603,23.14140094,28.25877065,23.23019243,19.38769518,20.40051122,17.75617485,17.80526013,19.41317341,23.78239329,28.59050108,21.87514538,29.98917231,26.57746685,29.83146244,-0.811495585,23.93655984,4.581143918
11217,axo03512-r_at,RNF216,25.47208765,20.54027511,19.23297188,19.13863191,20.61474199,24.78037646,24.73810354,26.03504328,23.49876286,22.53526796,33.23149057,26.2606909,22.86921486,22.73714923,26.3904016,26.00030244,28.60202327,22.07372341,22.4660253,21.41483713,0.3836338,23.93160607,4.580845315
14604,axo01679-f_at,YTHDF3,24.58204612,26.76750933,24.72870011,24.24334391,24.95877462,22.62566985,22.75131928,23.67869554,24.54636856,23.16017902,25.85281549,20.18115371,18.62336255,20.06669635,25.0033743,24.95470424,27.22544264,25.79388001,24.32564747,24.52532416,-0.400491422,23.92975036,4.580733442
4065,axo29026-f_at,Ebf3,48.95325888,19.46059479,15.57078528,15.32741395,17.46079449,21.46710141,17.10669554,15.70897235,22.47025824,22.36060627,16.76590553,12.28090824,11.32853584,9.859098664,16.25679888,16.15541493,25.28379469,43.50896219,56.51234694,54.66191506,-2.311877241,23.92500811,4.580447509
7416,axo29717-f_at,LOC763857,25.7627501,26.79196516,25.83500217,25.10294463,24.15794112,23.84650943,23.43325076,23.89004722,24.32913631,26.5537645,25.07351929,19.09686187,20.01248685,19.61845211,24.81577834,23.12613231,25.05940578,24.63718636,23.48734605,23.59723799,-0.431951021,23.91138592,4.579625847
2177,axo03613-r_at,CCDC103,18.01570745,22.12671538,24.9232534,21.039265,23.12147131,27.81178429,29.04393451,26.37683576,26.3735962,26.74986119,25.7097522,21.33149719,20.61961319,17.96443611,25.12993788,22.72758361,23.72940959,26.20843859,25.1093504,24.03639449,0.6889816,23.90744189,4.579387864
14860,axo17975-f_at,ZNF248,30.56438218,20.38238401,26.99093969,22.36625179,26.06606859,23.58911519,21.59745331,22.24815815,18.41486225,21.62732755,22.49668307,17.90090484,17.57092796,20.28340647,23.73221249,26.7910125,28.90824057,29.73856235,29.17069997,27.49080789,-0.79866102,23.89652004,4.578728634
12644,axo03053-f_at,SSPO,28.9229279,25.44146424,25.80518557,25.58688294,26.22563864,24.78540624,24.82108369,23.39319969,24.39260105,25.20325911,25.12840334,19.05610011,19.23721453,17.7579581,22.62379739,23.20895563,24.50897254,23.4692462,24.10993072,24.20628203,-0.703747902,23.89422548,4.578590099
12708,axo03626-f_at,STAT3,25.77347568,26.02477707,25.14563185,27.1035308,23.88561139,25.10396255,23.86839413,23.78970868,24.43872136,23.93633721,25.85646601,18.94760393,19.67640659,18.42836424,23.90651451,24.56798957,24.72497916,24.07600806,24.75136698,23.71725271,-0.483959087,23.88615512,4.578102741
4761,axo19671-f_at,FANCB,19.27685912,24.89429752,23.7773116,24.82069659,24.13718288,23.82718809,23.98353646,23.24039848,23.78744804,23.61999084,23.45493666,19.58829754,21.1714983,18.64273466,28.62669077,25.23694371,25.60034593,26.98463934,26.26640588,26.50263499,0.5704909,23.87200187,4.577247649
13894,axo17084-f_at,TUBA8,110.8106396,38.80796827,33.16667081,33.2579514,28.83053693,23.37726584,17.54890368,19.45753436,16.18026801,16.27236455,14.53101727,12.29992271,11.96584804,11.46655379,14.72129518,14.56339693,14.61318755,14.71633992,15.47968061,15.22491322,-3.272592643,23.86461293,4.576801032
1584,axo01683-f_at,C19orf26,25.27191001,23.74252718,27.89713961,25.95185394,26.75372554,24.97962476,23.39065084,23.93208521,24.47275473,24.64387299,25.79620975,18.35193595,20.18851233,19.06288113,22.14095123,23.49561784,23.15019274,22.9649303,25.39010753,25.70255545,-0.461602444,23.86400195,4.576764096
3523,axo06134-f_at,DCTN1,22.7067811,24.03524493,26.09753607,25.27591826,23.95826782,23.82234616,23.72876154,25.59375636,25.07453254,23.64416519,26.11308495,18.42664589,18.94486689,19.37542594,23.54478755,27.65967117,24.6283044,24.7633244,24.99495111,24.83353095,0.2846608,23.86109516,4.576588355
15023,axo01075-f_at,ZNF570,26.84583736,25.31806251,23.61499459,23.82240065,25.28859009,24.00211778,24.52641556,25.47058164,25.0949645,24.66353176,26.14691986,19.47254032,19.54371044,18.07630436,22.87159542,24.18076865,25.22479431,22.91215734,25.00702968,25.08225581,-0.570598651,23.85827863,4.576418052
161,axo15632-f_at,ACSL5,30.40318792,27.91454238,27.33278004,24.24895044,22.51306846,24.10248345,22.95760438,24.91146049,19.53627489,21.0035764,26.03111313,21.24604021,19.89777115,20.22224779,23.92248243,26.75994415,24.29410535,21.19325679,24.84127986,23.79609273,-0.6380672,23.85641312,4.576305241
3098,axo11199-f_at,CPT2,24.66901659,24.12110342,24.23976488,23.92311917,24.66574059,24.86638012,25.16788363,24.9982795,23.2744908,23.53012207,26.58631461,20.03365051,18.45348287,19.31333261,24.33130676,26.50546232,25.20330628,26.88393098,22.4543258,23.87568467,-0.418807072,23.85483491,4.576209797
4250,axo07245-r_at,ELAVL1,19.62709295,24.45497187,24.88498479,26.42202436,25.93802451,26.06132808,26.39214675,24.17743347,28.60568923,27.94056521,22.85101431,17.46374382,18.37712637,18.97478341,25.16285472,24.11992306,23.35498316,22.06142078,24.22123127,25.75522967,0.5434556,23.84232859,4.57545324
13394,axo06483-f_at,TMEM194B,21.76464374,25.35035772,25.46218637,25.05553781,26.79977717,24.51689718,25.79331683,24.44365807,22.49548552,24.84369575,23.04516672,17.74760719,18.55769983,19.69622817,22.26446438,28.36881532,26.05720432,24.91158827,26.46274837,23.12090077,0.3823195,23.83789898,4.57518518
14702,axo15212-f_at,ZDHHC9,26.15658518,26.31301208,28.26538808,25.77261104,25.37733909,24.97692383,23.27446015,24.00525406,21.86667259,23.09186194,24.59529749,18.90962139,17.91640438,18.36266174,22.70701877,23.89912676,26.72019257,24.93041338,25.16068857,24.35522321,-0.545893071,23.83283782,4.574878841
9978,axo05882-f_at,PLAC8,25.21077389,26.09258546,23.92898172,24.8765532,23.64402916,24.70698391,24.73728392,28.02530366,25.35229769,25.08799201,24.68279047,18.54168021,19.31444332,17.78128432,28.25981664,22.27291067,22.76794537,23.23852829,23.90604225,24.10483752,-0.503680873,23.82665318,4.574504412
9413,axo08329-f_at,P2RY11,25.04185274,24.70732642,26.06814464,24.89574184,24.9654274,26.83919322,24.4741712,22.81975346,23.59125396,24.26480565,23.63844616,18.96493143,19.58093168,19.38758231,24.55587796,24.42597592,25.40769686,24.12674524,24.32025246,24.34180422,-0.40100715,23.82089574,4.574155759
13264,axo12509-f_at,TLK2,20.14395974,20.52094409,20.98155502,22.33104098,23.02143565,25.69599835,23.79553358,27.29326719,23.26956442,20.30439028,26.23434745,21.1780932,20.75835823,19.79900117,25.91454036,28.32385243,29.20657134,26.4472571,27.12007757,23.59341419,0.5359457,23.79666012,4.572687199
1277,axo00315-f_at,BRD4,23.86094539,24.38089024,26.04958349,26.7100135,25.60832879,24.81847216,24.83293709,25.38699797,24.57247548,25.95520361,25.23656062,19.3425677,19.1923652,18.48988216,23.93358486,24.10358945,24.36550637,22.89357559,24.10460026,22.09266111,-0.367915175,23.79653705,4.572679738
10941,axo06584-f_at,RBM24,22.90679003,23.48140616,25.13182092,25.3254114,25.69582558,25.98981573,25.09548634,23.22498565,22.52428179,22.11258832,24.52158112,17.38180275,18.85413953,19.21287993,24.58710721,25.40314828,27.02689179,26.01613241,23.25756897,28.14261531,-0.398197586,23.79461396,4.572563144
10615,axo08581-f_at,PTPRF,25.21829791,25.4190111,23.64069264,24.85766882,24.60633865,25.37719661,25.43758315,25.89433135,24.97497277,26.63623743,23.63822496,17.88368593,17.6479051,19.5298719,23.11168274,23.70736146,23.72773031,24.74307156,24.951015,24.86673002,-0.514973967,23.79348047,4.572494417
7800,axo15287-r_at,MBD1,24.3159862,25.22339384,24.57527065,23.03368929,23.37962201,22.51699499,22.13020944,23.21030539,21.49408662,23.20496313,25.82236439,21.83801754,20.3944085,18.35295956,23.25414675,28.9104508,26.92735463,25.66161921,26.34300644,25.2384499,-0.405892377,23.79136496,4.57236614
10365,axo08474-f_at,PRKAR2B,27.70317837,24.69634265,26.02029656,24.29573209,23.9838623,23.02678195,23.80595995,21.51529625,22.8390874,25.84722153,22.74496958,18.19229735,17.86203796,17.79066211,25.09811832,22.5104782,24.78062037,27.03127956,28.25426589,27.72347311,-0.638931301,23.78609808,4.572046723
12501,axo16900-r_at,SPATA7,20.13507582,15.17114429,16.0863432,16.16122666,17.03152247,19.95534754,20.83317761,21.23302917,24.75849132,23.54023471,19.1700009,17.06034062,20.46045109,20.06629511,33.430599,31.96232829,32.36192676,35.57658925,37.33932649,33.33872209,0.890985,23.78360862,4.571895723
8183,axo08188-f_at,MN1,30.40219746,28.77570162,24.40601252,20.82586191,23.05642613,24.35424746,22.70964266,22.76254083,24.90405737,23.48885852,22.55051537,18.82462546,16.53409482,17.6163308,24.57014046,25.03882227,25.96447231,30.3777708,24.32853091,24.09082341,-0.87873154,23.77908365,4.571621216
12680,axo13386-f_at,ST8SIA6,25.04255053,29.67760983,29.00858461,30.46079098,26.86749849,24.00614261,24.16845425,22.32064172,21.80004186,21.99843367,22.87079959,17.88596908,17.91300603,20.09289831,22.39199089,23.86321798,22.96766201,25.64751599,24.0048697,22.44071751,-0.485553218,23.77146978,4.571159202
5028,axo11414-f_at,FLOT1,24.95748233,26.24374858,24.93803868,25.54107424,25.17768442,25.78832741,25.74164418,24.92266949,24.82997149,24.8973243,25.71254485,18.42489292,17.92165927,17.5265664,23.23530375,24.7070507,23.31095492,24.4603815,22.36908594,24.71808035,-0.509929017,23.77122429,4.571144303
5677,axo24946-f_at,Gria3,36.91551039,20.22225532,19.4936116,20.23286196,15.93394064,14.45131027,14.5866623,14.48047979,16.07198815,19.64451031,15.24893308,13.93288099,17.86782241,16.08778713,32.81403724,24.58152473,40.75314799,38.51093112,44.6664224,38.79522801,-1.405733501,23.76459229,4.570741746
209,axo08923-f_at,ADAM17,22.49929202,20.99351593,20.40680332,21.07340302,23.23760212,24.67611894,25.00053391,27.43648579,22.1873629,21.8088743,32.90043149,24.55067524,21.72231747,20.50472568,24.61196771,26.43118129,26.79979389,25.18790629,23.61165726,19.47499159,0.5482269,23.75578201,4.570206794
2801,axo18966-f_at,CLIP4,25.37825908,24.50020813,26.74663144,23.83845945,24.63041788,23.36502701,24.39834188,23.5966966,24.36034736,23.70750442,23.19629683,20.55288465,20.1428699,18.2108539,23.41302273,24.81133572,24.91726125,24.2027588,26.42825564,24.44037134,-0.478794534,23.7418902,4.569362894
13429,axo18758-f_at,TMEM43,25.51398422,24.39357495,25.73038966,24.60722557,25.02790105,25.49346555,24.7208698,24.7234505,23.31764203,24.69093047,24.25212066,19.06916397,18.30110474,18.58326191,25.01696898,24.40659785,24.8533169,24.69256667,22.69540298,24.71706779,-0.479357466,23.74035031,4.569269318
4575,axo04475-f_at,FAM107A,23.91387139,26.30216406,26.83320542,24.54185169,27.33778215,24.916959,23.88758,23.48089672,24.35084448,24.98372345,24.94970928,19.07674275,18.50195606,18.24916774,23.05339784,24.79368491,24.8530516,23.33868062,23.76072744,23.54454602,-0.390017034,23.73352713,4.568854616
9164,axo05756-r_at,NSDHL,25.53183457,23.72199271,25.60429268,23.97297416,23.56552798,24.4254934,24.71865774,23.7515984,23.92813583,25.54650455,24.91324254,19.18432022,18.97549295,17.89025578,23.11884951,24.53237153,25.19197979,24.977232,25.68665812,25.39954063,-0.513123191,23.73184775,4.568752528
8650,axo18626-f_at,NADK,23.9241788,25.88695194,26.85304152,25.12048477,24.79886006,24.56577076,24.73658606,24.38902196,25.2226508,23.32575866,25.25952667,19.33458064,19.04940184,18.75783023,22.95464475,25.13383824,22.51227575,23.88942791,24.76182426,24.0744778,-0.350976448,23.72755667,4.568491643
5156,axo18784-f_at,FYCO1,28.02059722,25.47576034,25.99409279,23.93988472,24.54375701,24.3151418,24.7294406,23.27326798,23.5361999,23.33427438,26.96546113,20.05113226,18.55837985,18.32134578,23.28922942,25.26188518,24.92085395,23.54399931,22.99685548,23.38047767,-0.612962226,23.72260184,4.568190345
9703,axo09481-f_at,PEA15,21.56438549,19.83722612,20.71930205,24.08223691,22.49363942,25.16301344,29.74472428,29.70937808,28.93161794,25.74153891,27.21627465,22.15261816,22.21347921,18.40560366,24.73021368,23.55152052,23.76358839,24.02097657,21.2246565,19.16067791,0.4639832,23.72133359,4.568113214
12854,axo21527-f_at,SYNC,29.67975134,25.6029368,27.91248953,25.64006652,25.84178641,24.84200305,24.57480391,25.11119012,22.75165834,23.47628789,22.922489,17.70482316,19.12735012,17.43675997,22.49374701,23.58196446,24.49065239,22.88898526,24.69274809,23.64194296,-0.767347016,23.72072182,4.568076006
7852,axo11516-f_at,MCM7,20.89901004,18.68652498,20.02094824,19.14441671,20.56625349,29.21588527,22.44002223,22.35120489,19.04754819,19.41851807,19.57292819,17.55798363,18.54014132,20.04501864,27.30692012,32.13525466,33.0869958,30.36842326,35.87497696,28.04916464,0.7795433,23.71640697,4.567813553
14294,axo00254-f_at,VIT,25.22039384,25.12570374,25.60767381,23.93956446,24.44541513,24.95695817,25.11785044,25.09170498,26.38040302,25.40340536,26.1110741,19.478718,19.03953975,18.54940188,24.21052904,23.09099443,22.51042203,23.47549218,23.99399199,22.57363896,-0.443218137,23.71614377,4.567797542
10729,axo12411-f_at,RAB11FIP1,24.63524475,28.65294849,27.50633844,26.51768081,25.94382694,23.27000797,22.05162243,23.4191807,23.2786776,22.27324415,24.51118792,19.11879614,18.7851459,17.52413353,24.16416604,25.08061118,25.63243622,23.37777789,24.68171093,23.86254478,-0.491380692,23.71436414,4.56768928
3667,axo01067-r_at,DHRS13,17.95551963,18.91968416,23.41579313,22.94289435,23.20401256,27.22778089,31.27854503,24.88418617,26.87578148,24.81358531,24.49249601,18.35638536,17.76096343,18.80534268,29.39078118,26.14785687,25.46664315,26.68177797,20.24543309,25.04805541,0.800746,23.69567589,4.566551908
11115,axo09725-f_at,RHOB,18.42726685,28.18946319,27.69314886,23.61995973,21.11581169,26.47065337,27.60384821,24.67388352,28.64815055,24.04371468,27.89992618,19.41793708,16.58984193,19.27915447,24.4139174,22.11866182,24.21222403,21.89935084,23.83083504,23.71698968,0.6365999,23.69323696,4.566403407
12373,axo14169-f_at,SNAP91,22.97885807,24.18857375,25.14020833,25.68632873,25.32738282,23.26592595,24.05350285,24.17973788,23.0188587,24.32845671,26.49140765,19.90359074,18.61738455,19.20814148,23.55899187,25.35843136,24.57947848,22.82543105,26.58124181,24.31635026,-0.303656694,23.68041415,4.565622408
12844,axo17048-f_at,SVOP,27.27168999,26.6735141,26.68919895,25.92321774,23.19958189,22.64308616,23.64691868,24.34477396,22.32240554,24.43809969,24.85061068,20.58341825,19.10981563,18.86440379,23.64813983,23.56050243,25.21436347,22.89414528,22.67605078,24.99946473,-0.531737601,23.67767008,4.565455219
6627,axo17998-f_at,KAT2A,26.48608124,25.75119182,26.29656219,25.12942404,25.69188075,24.21839747,23.89497578,23.98797717,23.79138905,24.07692093,23.59145019,19.69488063,19.46211674,18.79093896,23.14723075,23.05225854,23.75664166,23.34579803,25.11811856,24.18187154,-0.495197247,23.6733053,4.565189246
4657,axo05162-f_at,FAM183A,34.99871625,26.37126368,38.86822176,23.70541098,22.3950332,22.97980579,23.14914493,25.02988053,22.06245147,24.16434191,24.43052904,19.58910216,17.11414283,17.97306479,22.52167307,21.91018711,20.93308154,21.05827709,21.79204375,22.31004472,-1.032112969,23.66782083,4.564854974
3706,axo19352-f_at,DICER1,21.19911305,21.98236952,23.20726814,22.58506875,23.67829015,22.73955631,23.4342221,24.06248273,23.68254466,23.29384512,25.99597751,20.36605717,19.24298826,20.72722695,27.87100654,25.43019465,27.87347365,25.33349817,25.26125132,25.1913826,0.3948889,23.65789087,4.564249556
5630,axo09195-f_at,GPR68,22.95023466,23.87806624,23.91198679,25.30636695,24.94295177,24.55119768,24.91783639,23.83793566,25.17048482,25.23487264,27.99245665,21.45560343,21.76706426,18.69396175,24.0406217,23.96848306,20.22690669,22.93281101,24.35937141,23.00715995,0.2865292,23.65731868,4.564214663
5060,axo17791-f_at,FNIP2,22.58033054,27.66266028,31.23383902,27.76110714,25.99620816,24.98128009,23.33445715,22.93798886,24.31551259,24.29534308,30.89824305,22.74497803,22.55306315,17.87752344,21.45173453,20.75001825,22.2039093,19.65493108,20.01084661,19.79692702,0.4680433,23.65204507,4.563893026
12729,axo19965-f_at,STK19,21.58729541,32.01438299,30.39762282,27.00438523,24.87909324,24.11103204,25.41858296,23.31360497,23.59586246,22.40638032,23.98160315,18.504523,17.35483665,17.80964522,23.49244718,24.80308038,21.54441769,23.26338935,22.964795,24.57670498,0.5685377,23.65118425,4.563840518
6115,axo01857-f_at,HOXA3,21.95564937,21.24418658,21.62065013,21.71656321,22.13646117,21.32935597,20.61884908,21.18715836,21.87726068,21.8158881,24.08225361,18.89134743,18.50229043,19.50043459,25.76235367,27.16823428,31.4292818,30.91559571,31.71108862,29.55073891,0.5303952,23.65078209,4.563815986
2205,axo17837-f_at,CCDC146,21.15325393,24.01318893,36.47314499,31.80080542,27.64757997,28.79589984,28.64583725,24.96774634,21.59271126,20.89265306,24.20889123,15.44120298,15.85227112,15.77990727,26.9240288,20.92515784,22.03231063,22.44680801,21.72981068,21.58318841,0.785955,23.6453199,4.563482755
14869,axo09138-f_at,ZNF268,21.49827949,23.5841124,22.11340528,24.3426158,25.12924637,24.17785914,25.29516772,24.33699099,24.97016934,22.82902911,22.12363438,18.98912729,18.24803139,18.78942142,27.59471347,23.91509472,24.72087837,28.04767929,25.79238359,26.3723568,0.3836602,23.64350982,4.563372311
14530,axo04596-f_at,XIRP2,32.03771389,26.14129125,27.46557709,26.41733814,25.07777418,24.58232215,24.27044407,23.13028601,23.67282704,24.848139,22.98825098,17.01007363,18.17471753,18.12923483,21.6492899,22.85842981,23.09013495,23.81089262,23.89306451,23.46701926,-0.913381819,23.63574104,4.562898193
8487,axo11013-f_at,MYB,23.72444611,22.96949606,24.75216133,23.32528332,22.60971027,21.23133671,20.32828497,20.50537894,20.05662286,21.86910388,23.27187424,18.34560138,19.29454991,21.43114434,25.90115091,27.32067078,29.94475866,29.07544163,29.30273863,27.32784704,0.3359291,23.6293801,4.562509877
2051,axo26062-f_at,CAMTA1,26.04870778,24.71372717,24.87232383,23.32740788,24.82167898,23.334276,24.82350623,25.2744221,25.31895402,25.75034756,27.73473624,21.1926216,18.6071623,17.78563826,22.83248373,22.85225772,23.01420816,23.66827241,23.18490805,23.30751839,-0.550499057,23.62325792,4.562136038
2904,axo06708-f_at,COG2,22.54857098,24.20771328,25.27266326,23.16850903,23.90581026,27.59529494,25.59232476,25.77822995,23.94879562,24.33717149,25.18073519,18.70936453,17.92657988,19.20513541,25.17341257,24.21742721,24.36541686,24.60432444,21.67532169,25.01862504,0.2913863,23.62157132,4.562033032
12356,axo18502-r_at,SMYD3,16.77887403,34.32873285,33.12819053,31.2612335,28.86088631,21.8848911,23.92893196,23.680199,25.21070399,23.12561616,23.38341603,16.70497572,18.50014495,18.99138571,23.17911052,23.19559743,22.45097353,21.11040863,18.53559086,24.13636979,1.0327707,23.61881163,4.561864473
12262,axo11242-f_at,SLCO2A1,22.77969459,24.88532804,24.9871508,26.32796484,25.23369374,26.20447863,23.476903,23.576486,23.7621834,24.52717209,24.52210803,20.03587142,19.30366519,18.46536167,23.44142064,24.91145876,22.8726053,23.94481692,24.97843355,24.0821885,-0.302926885,23.61594926,4.561689621
12827,axo18430-f_at,SUSD1,27.2153767,23.9508923,26.46754723,25.16555308,24.37800228,22.61902911,23.66022355,23.0909064,27.58209049,26.85222628,23.30804668,18.72498126,18.18445408,17.69324088,23.7967657,21.51725445,23.77494173,25.20970795,24.77463161,23.97913646,-0.621223674,23.59725041,4.560546859
8587,axo04779-f_at,MYO1C,27.61311805,28.34975967,26.61766476,24.73667693,24.31239476,23.69039256,24.90408326,25.10442541,24.21032934,24.15375021,22.23261434,18.6717264,17.74117451,18.35669562,22.8156492,22.12056301,23.40686476,23.66101077,24.38068237,24.8189246,-0.638252282,23.59492503,4.560404682
11691,axo18242-f_at,SEC24A,22.67555096,25.39529627,26.08908606,25.78176093,22.69997966,24.75407954,23.88689453,24.88748946,25.3514296,23.15688028,23.95521904,16.86838586,18.29511805,18.89777484,28.38113538,22.78073832,24.55072119,25.18979193,22.53658792,25.59041609,-0.426815677,23.5862168,4.559872125
